partition,family,event,incident_degree,query_identity,query_global_sequence_index,positive_global_sequence_index,positive_view_kind,hard_negative_identity,hard_negative_global_sequence_index,hard_negative_objective_profile_distance,query_profile_observations
fit,S10,junction,3,S10_3d_complex_C06:node:node_0006,196775,196806,different_physical_edge,S08_3d_loop_rich_C02:node:node_0071,119684,0.01699604997146264,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0011,196957,196952,same_edge_reverse_view,S10_3d_complex_C05:node:node_0057,193984,0.02314407241557085,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0021,197259,197281,different_physical_edge,S10_3d_complex_C06:node:node_0077,198068,0.01032524557224792,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0030,197104,197418,different_physical_edge,S09_flat_complex_C06:node:node_0017,163554,0.02419779374297113,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0032,197178,197192,same_edge_reverse_view,S05_flat_branch_medium_C06:node:node_0051,61024,0.01517643002917403,5
fit,S10,junction,4,S10_3d_complex_C06:node:node_0040,197544,197671,different_physical_edge,S05_flat_branch_medium_C03:node:node_0036,53894,0.015322046366162986,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0041,197747,197744,same_edge_reverse_view,S08_3d_loop_rich_C05:node:node_0057,128428,0.03429682133057607,3
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0044,197798,197778,same_edge_reverse_view,S02_3d_tree_small_C01:node:node_0000,10881,0.022126411844483263,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0054,197630,197984,different_physical_edge,S08_3d_loop_rich_C02:node:node_0072,119794,0.022233075327097732,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0061,198183,198176,same_edge_reverse_view,S02_3d_tree_small_C03:node:node_0032,14382,0.01599468290406366,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0066,198106,198275,different_physical_edge,S10_3d_complex_C03:node:node_0030,185890,0.0396979079569224,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0077,198068,198450,different_physical_edge,S10_3d_complex_C06:node:node_0021,197259,0.01032524557224792,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0086,198701,198692,same_edge_reverse_view,S08_3d_loop_rich_C06:node:node_0088,132177,0.011642285691336624,5
fit,S10,junction,4,S10_3d_complex_C06:node:node_0106,198742,198858,different_physical_edge,S06_3d_branch_medium_C05:node:node_0040,78112,0.06966002555184342,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0107,198465,198477,same_edge_reverse_view,S10_3d_complex_C04:node:node_0161,192285,0.015693464552416096,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0112,199214,199196,same_edge_reverse_view,S07_flat_loop_rich_C03:node:node_0100,97007,0.09318118681023149,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0115,198948,198961,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0005,77310,0.014096040830417732,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0120,199186,199193,same_edge_reverse_view,S06_3d_branch_medium_C06:node:node_0042,80547,0.01532156310752306,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0123,198762,199408,different_physical_edge,S04_3d_unicyclic_small_C05:node:node_0017,41856,0.01353537365969403,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0128,199200,199486,different_physical_edge,S09_flat_complex_C04:node:node_0061,156692,0.04593566473568874,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0130,199222,199462,different_physical_edge,S06_3d_branch_medium_C05:node:node_0073,78865,0.02828229942984821,5
fit,S10,terminal,1,S10_3d_complex_C06:node:node_0142,199421,199427,same_edge_reverse_view,S06_3d_branch_medium_C03:node:node_0059,73403,0.012000203969577995,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0148,199605,199732,different_physical_edge,S08_3d_loop_rich_C04:node:node_0090,126025,0.007001402216939275,5
fit,S10,junction,3,S10_3d_complex_C06:node:node_0157,199974,199992,different_physical_edge,S07_flat_loop_rich_C06:node:node_0077,105105,0.04572953559914243,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0000,200160,200186,different_physical_edge,S01_flat_tree_small_C07:node:node_0044,7946,0.0256480516165862,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0004,200229,200243,same_edge_reverse_view,S03_flat_unicyclic_small_C08:node:node_0055,34436,0.01006091758490052,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0017,200604,200598,same_edge_reverse_view,S10_3d_complex_C08:node:node_0020,204669,0.011290851001544294,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0022,200694,200670,same_edge_reverse_view,S09_flat_complex_C07:node:node_0017,167106,0.0909803658405751,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0028,200675,200770,different_physical_edge,S10_3d_complex_C08:node:node_0015,204593,0.03324733696994897,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0044,201044,201115,different_physical_edge,S09_flat_complex_C07:node:node_0094,168908,0.03586437092888318,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0055,201430,201456,different_physical_edge,S06_3d_branch_medium_C08:node:node_0018,83852,0.009915294558599895,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0074,201756,201884,different_physical_edge,S10_3d_complex_C07:node:node_0141,203589,0.02720313815904811,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0075,201727,201902,different_physical_edge,S10_3d_complex_C07:node:node_0120,202932,0.016735841583730107,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0076,201692,201934,different_physical_edge,S02_3d_tree_small_C07:node:node_0044,19626,0.027849918138590453,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0080,202178,202220,different_physical_edge,S08_3d_loop_rich_C08:node:node_0039,137412,0.008634272937597753,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0106,202762,202776,same_edge_reverse_view,S06_3d_branch_medium_C08:node:node_0062,84869,0.01891393883029798,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0119,203056,203334,different_physical_edge,S02_3d_tree_small_C08:node:node_0033,20662,0.01043396083176422,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0120,202932,203398,different_physical_edge,S10_3d_complex_C07:node:node_0075,201727,0.016735841583730107,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0122,203496,203472,same_edge_reverse_view,S01_flat_tree_small_C08:node:node_0050,9330,0.03053816088855396,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0129,203276,203289,same_edge_reverse_view,S02_3d_tree_small_C07:node:node_0042,19572,0.02682448198221632,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0137,203560,203726,different_physical_edge,S10_3d_complex_C08:node:node_0052,205578,0.022191298693464943,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0141,203589,203656,different_physical_edge,S06_3d_branch_medium_C08:node:node_0076,85252,0.009338687220892495,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0144,203421,203435,same_edge_reverse_view,S06_3d_branch_medium_C07:node:node_0085,83550,0.013028661887589308,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0147,203625,203639,same_edge_reverse_view,S06_3d_branch_medium_C08:node:node_0042,84670,0.013578790017788427,5
selection,S10,junction,3,S10_3d_complex_C07:node:node_0158,204042,204066,different_physical_edge,S06_3d_branch_medium_C07:node:node_0014,82028,0.01828142554225346,5
selection,S10,terminal,1,S10_3d_complex_C07:node:node_0161,204130,204120,same_edge_reverse_view,S08_3d_loop_rich_C07:node:node_0014,133685,0.013885169807766596,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0000,204296,204274,same_edge_reverse_view,S02_3d_tree_small_C07:node:node_0033,19366,0.015947539565214074,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0013,204468,204520,different_physical_edge,S08_3d_loop_rich_C07:node:node_0012,133557,0.019744261045428563,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0015,204593,204618,different_physical_edge,S10_3d_complex_C07:node:node_0076,201692,0.03145599121718385,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0019,204637,204724,different_physical_edge,S09_flat_complex_C07:node:node_0122,169530,0.013723355314228686,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0020,204669,204673,same_edge_reverse_view,S10_3d_complex_C08:node:node_0048,205594,0.007332696094466398,4
selection,S10,junction,3,S10_3d_complex_C08:node:node_0037,205202,205309,different_physical_edge,S08_3d_loop_rich_C07:node:node_0091,135768,0.02832834301084755,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0047,205522,205533,same_edge_reverse_view,S10_3d_complex_C08:node:node_0136,207855,0.019027456542959797,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0048,205594,205576,same_edge_reverse_view,S10_3d_complex_C08:node:node_0020,204669,0.007332696094466398,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0052,205578,205720,different_physical_edge,S06_3d_branch_medium_C08:node:node_0044,84423,0.015747443788990397,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0061,205823,206000,different_physical_edge,S10_3d_complex_C08:node:node_0087,206649,0.015560975829819157,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0062,205762,205929,different_physical_edge,S08_3d_loop_rich_C07:node:node_0015,133598,0.09808618057121186,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0079,206418,206448,different_physical_edge,S10_3d_complex_C07:node:node_0055,201430,0.025558545131470444,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0087,206649,206829,different_physical_edge,S10_3d_complex_C08:node:node_0061,205823,0.015560975829819157,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0092,207026,207014,same_edge_reverse_view,S05_flat_branch_medium_C08:node:node_0098,66714,0.009464514956804952,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0111,207104,207362,different_physical_edge,S10_3d_complex_C08:node:node_0161,208114,0.015760361034565715,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0128,207540,207549,same_edge_reverse_view,S08_3d_loop_rich_C08:node:node_0075,138586,0.03351646990482001,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0131,207765,207760,same_edge_reverse_view,S09_flat_complex_C08:node:node_0061,171952,0.06395934177386607,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0133,207327,207704,different_physical_edge,S08_3d_loop_rich_C07:node:node_0048,134602,0.02766254583114388,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0136,207855,207846,same_edge_reverse_view,S10_3d_complex_C08:node:node_0047,205522,0.019027456542959797,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0141,207730,207923,different_physical_edge,S09_flat_complex_C08:node:node_0142,174023,0.010214392365248362,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0153,207865,208026,different_physical_edge,S08_3d_loop_rich_C08:node:node_0062,138088,0.02406515101804637,5
selection,S10,junction,3,S10_3d_complex_C08:node:node_0161,208114,208176,different_physical_edge,S10_3d_complex_C08:node:node_0111,207104,0.015760361034565715,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0162,208078,208092,same_edge_reverse_view,S08_3d_loop_rich_C07:node:node_0006,133457,0.03785508967603403,5
selection,S10,terminal,1,S10_3d_complex_C08:node:node_0163,208198,208212,same_edge_reverse_view,S04_3d_unicyclic_small_C07:node:node_0032,44792,0.016772268556820975,5
